
Mandalay,S.E. Asia East,Mini Lantern,2
Manila,S.E. Asia East,Poutine,2
Medan,S.E. Asia East,Apple,1
Naypyidaw,S.E. Asia East,Honey,1
Padang,S.E. Asia East,Lacquer Box,2
Phnom Penh,S.E. Asia East,Yogurt,2
Pontianak,S.E. Asia East,Clog,2
Savannakhet,S.E. Asia East,Pink Salt,1
Singapore,S.E. Asia East,Aluminum,4
Surabaya City,S.E. Asia East,Casino Chips,3
Vientiane,S.E. Asia East,Mahogany Timber,1
Yangon,S.E. Asia East,Pocket Game,1
Ahmedabad,S.E. Asia West,Mammee Apple,4
Bengaluru,S.E. Asia West,Gasoline Tank,5
Bhopal,S.E. Asia West,Ice Cream,2
Chennai,S.E. Asia West,Diesel Fuel,3
Colombo,S.E. Asia West,Cooking Oil,1
Dhaka,S.E. Asia West,Chunk of Amber,5
Hyderabad,S.E. Asia West,Vanilla,4
Kargil,S.E. Asia West,Miracle Fruit,1
Kathmandu,S.E. Asia West,Water Chestnut,3
Kohima,S.E. Asia West,Jade,1
Kolkata,S.E. Asia West,Steel,3
Madurai,S.E. Asia West,Palm Oil,2
Mumbai,S.E. Asia West,Micro Processor,5
New Delhi,S.E. Asia West,Cricket Bat,5
Patna,S.E. Asia West,Cashew,3
Rajkot,S.E. Asia West,Silk,2
Thimphu,S.E. Asia West,Soy Sauce,1
Visakhpatnam,S.E. Asia West,Soccer Ball,2
Araguaina,South America Center,Quinoa,2
Asuncion,South America Center,Cricket Bat,5
Barcelos,South America Center,Soy Bean,2
Belem,South America Center,Flour,4
Belo Horizonte,South America Center,Sausage,4
Boa Vista,South America Center,Lead,3
Brasilia,South America Center,Pink Salt,5
Cochabamba,South America Center,Woven Rug,4
Curitiba,South America Center,Grapes,4
Fortaleza,South America Center,Sugarcane,4
Goiania,South America Center,Wheat,4
La Paz,South America Center,Copper,4
Macapa,South America Center,Aluminum,3
Manaus,South America Center,Camu Camu,4
Natal,South America Center,Cow,3
Porto Alegre,South America Center,Guitar,4
Porto Velho,South America Center,Tomato,3
Recife,South America Center,Palm Oil,4
Riberalta,South America Center,Alpaca Doll,2
Rio Branco,South America Center,Volley Ball,3
Rio de Janeiro,South America Center,Cassava,4
Rio Grande,South America Center,Chullo Hat,5
Rivera,South America Center,Oil,2
Salvador,South America Center,BBQ Ribs,4
Santa Cruz,South America Center,Beet,1
Santa Maria,South America Center,Apple,3
Sao Luis,South America Center,Tulip,4
Sao Paulo,South America Center,Soccer Ball,5
Sucre,South America Center,Diesel Fuel,5
Antofagasta,South America Lower,Acai,3
Bahia Blanca,South America Lower,Chopsticks,3
Bariloche,South America Lower,Sunflower,3
Buenos Aires,South America Lower,Pocket Game,4
Calama,South America Lower,Pizza,3
Comodoro Rivadavia,South America Lower,Pizza,3
Concepcion,South America Lower,Meatball,3
Concordia,South America Lower,Apple,3
Copiapo,South America Lower,Tea,3
Coquimbo,South America Lower,Capuacu,3
Cordoba,South America Lower,Mahogany Timber,4
Easter Island,South America Lower,Sweet Potato,2
El Calafete,South America Lower,Turkey,2
El Salvador,South America Lower,Corn,2
Iquique,South America Lower,Polo Mallet,3
Mar Del Plata,South America Lower,Cacao,3
Mendoza,South America Lower,Jade,4
Montevideo,South America Lower,Tuna,4
Neuquen,South America Lower,Guava,3
Posadas,South America Lower,Anchovy,3
Puerto Iguazu,South America Lower,Apple,2
Puerto Madryn,South America Lower,Papaya,2
Puerto Natales,South America Lower,Asparagus,2
Punta Arenas,South America Lower,Avocado,3
Resistencia,South America Lower,Trout,3
Rio Gallegos,South America Lower,Wool,2
Rio Grande,South America Lower,Cashew,2
Rosario,South America Lower,Quinoa,4
Salta,South America Lower,Salmon,3
Santa Fe,South America Lower,Chunk of Amber,4
Santiago,South America Lower,Chai,5
Stanley,South America Lower,Salmon,4
Temuco,South America Lower,Sweet Potato,3
Ushuaia,South America Lower,Apple,2
Valparaiso,South America Lower,Watermelon,3
Arequipa,South America Upper,Candle,3
Barquismeto,South America Upper,Avocado,4
Barranquilla,South America Upper,Cooking Oil,4
Bogota,South America Upper,Acai,5
Bucaramanga,South America Upper,Capuacu,3
Cali,South America Upper,Chai,4
Caracas,South America Upper,Sweet Potato,4
Cartangena,South America Upper,Egg,3
Cayenne,South America Upper,Diesel Fuel,2
Chiclayo,South America Upper,Silk,3
Chimbote,South America Upper,Soy Sauce,3
Coro,South America Upper,Honey,3
Cuidad Bolivar,South America Upper,Cashew,3
Cusco,South America Upper,Mahogany Timber,3
Georgetown,South America Upper,Papaya,3
Guayaquil,South America Upper,Cotton,4
Huancayo,South America Upper,Pear,3
Iquitos,South America Upper,Bamboo,3
Juliaca,South America Upper,Salmon,3
Lima,South America Upper,Green Tea,5
Linden,South America Upper,Sheep,2
Maracaibo,South America Upper,Strawberry,4
Maturin,South America Upper,Iron,3
Medellin,South America Upper,Corn,4
Nazca,South America Upper,Corn,2
Paramaribo,South America Upper,Guava,3
Port of Spain,South America Upper,Cacao,3
Pucallpa,South America Upper,Anchovy,3
Puerto La Cruz,South America Upper,Turkey,3
Quito,South America Upper,Apple,4
Tacna,South America Upper,Zinc Ore,3
Tarapoto,South America Upper,Rosewood Timber,3
Valencia,South America Upper,Rice,4
Houston,USA South,Poutine,5
Toronto,Canada East,Micro Processor,5
Seattle,USA West,Parka,5
Montreal,Canada East,Firework,5
San Francisco,USA West,Micro Processor,5
Homer,Alaska,Poutine,4
Ottawa,Canada East,Parka,4
Point Hope,Alaska,Pig,3
Anchorage,Alaska,Watermelon,5
New York,USA East,BBQ Ribs,5
Calgary,Canada West,Firework,4
Chignik,Alaska,Pineapple,3
Philadelphia,USA East,Chicken,5
Eek,Alaska,Coffee Beans,1
Naknek,Alaska,Peanuts,1
Red Devil,Alaska,Cauliflower,1
Portland,USA West,Poutine,3
Vancouver,Canada West,Micro Processor,4
Banff,Canada West,Oil,5
Los Angeles,USA West,Pizza,5
Juneau,Alaska,Apple,4
Barrow,Alaska,Lemon,4
Nuiqsut,Alaska,Cow,3
Fairbanks,Alaska,Parka,4
Las Vegas,USA West,Water,5
New Orleans,USA South,Corn,5
Kodiak,Alaska,Strawberry,4
Hooper Bay,Alaska,Wheat,2
Fort Yukon,Alaska,Hockey Stick,2
Dallas,USA South,Pig,4
Albuquerque,USA West,Iron,4
Austin,USA South,Pizza,4
Boston,USA East,Strawberry,4
Chicago,USA Center,Carrot,4
Columbus,USA East,Paper,4
Edmonton,Canada West,Steel,4
Memphis,USA South,Salmon,4
Nashville,USA South,Cow,4
Phoenix,USA West,Lemon,4
Salt Lake City,USA West,Apple,4
St. John's,Canada East,Copper,4
Washington,USA East,Orange,4
